Drug,Count
tolteridine,1
bisacodyl tylenol,1
quinolones,204
levofloxacin s oxacillin s trimethoprim sulfa s sets of positive blood cultures blood cultures ngtd pm mrsa screen source nasal swab final report mrsa screen final positive,1
calcium carbonate lanthanum,2
qod allopurinol,3
metanephrines,45
aldosterone,56
atorvostatin,19
plavix clopidogrel,5
metoprolol hydrochlorothiazide,1
sotalol,263
therpy,3
heparin pain,2
docusate senna bisacodyl,2
celebrex hydrochlorothiazide lorazepam ativan sotalol,1
leuopenia,1
highe,1
calcium carbonate vitamin d vitamin d iron,1
ascorbic acid glucosamine magnesium zinc sulfate,1
aloe vesta ointment to dry intact skin,1
po bid ferrous sulfate,39
po tid miconazole nitrate,2
psyllium,52
po qid carvedilol,1
"V4582"",""V12",1
vanco ceftriaxone flagyl,3
lasix potassium,4
captopril atrial fibrillation,1
qhs tylenol,41
meclizine,114
po qid rocephin,1
cilastin,4
nystatin powder triple pink cream furosemide,1
41092,9
voltaren,9
cromolyn fluticasone salmeterol montelukast,1
cetirizine,36
predisone,23
lithium,217
intal cromolyn,1
singulair,121
qhs lithium,2
qhs lorazepam,26
qhs azithromycin,3
simvastatin htn,5
fatty acids vitamin e mg capsule capsule s by mouth,1
methylphenidate,67
plavix hypoxemia,1
po bid lisinopril,67
po bid hctz,8
glipizide lipitor metformin lisinopril,1
rifamixin,16
lactulose chronic systolic congestive heart failure,1
topiramate,46
po bid metoprolol,27
po bid levetiracetam,4
fluocinolone cream lactulose,1
syrup rifaximin po tid lorazepam,1
furosemide lasix,40
"V1251"",""394",1
nicardipine,138
vasopressors,10
albuterol inhaler puffs q hours,1
metaclopromide,4
varenicline,6
hydroxide,22
clobetasol cream,29
desonide cream,6
triamcinolone acetonide cream,18
ketoconazole cream,18
oral contraceptive,16
oral contraceptives,8
triglyceride,22
metoprolol anemia,6
drospirenone ethinyl estradiol,1
2721,53
aspirins,3
bivalrudin,9
cyclobenzaprine,121
resperidone,9
uptitrating neurontin,1
c anterior subluxation of c on c a,1
antiulcer,1
allopurinol lasix coumadin,1
lasix liver failure coagulopathy,1
dilantin toxicity dilantin,1
qod toprol,2
po bid hydralazine,14
cholesterol embolus,1
lasix morphine nitrates,1
hydromorphine,4
sevelamer,136
vitamin c folic acid,196
sodium polystyrene sulfonate,8
po qpm digoxin,2
9331,22
933,107
neosporin,4
temozolomide,16
levofloxacin s oxacillin s penicillin,21
vancomycin ceftazidime,20
neupogen vancomycin ceftazidime,1
azythromycin,12
temodar,19
dorzolamide timolol,50
latanoprost drops,2
intuba,55
po bid diphenhydramine,1
amoxicillin clarithromycin,17
rapamycin,69
amlodipine clonidine lisinopril valsartan furosomide,1
cellcept rapamune,1
rcc,15
aspirin prednisone,2
spiriva atrovent,1
cleanser,6
aquaphor,11
qhs omeprazole,63
bicalutamide,14
tiotropium bromide mcg,32
taxol,116
anamorelin,2
hydrocodone,59
"4589"",""486",2
glucose lactate na k cl pathology middle cerebellar peduncle pons stereotactic brain biopsy including,1
clindamycin bactrim ceftriaxone,1
acetaminophen albuterol bisacodyl captopril clindamycin dexamethasone diltiazem docusate,1
levofloxacin lansoprazole ipratropium,1
bactrim coag staph mssa sparse gnr mrsa vre swab negative,1
necrotizine,1
levaquin clindamycin,2
decadron htn,1
nitroglycerine propofol,1
phenylephrine nitroglycerin,1
ceftriaxone vanco,7
gadolinium,227
amoxicillin pot clavulanate,12
po qid lorazepam,4
catapres,9
verapamil,597
lisinopril mgpo,1
po qday sinemet,2
po qday ferrous gluconate,1
vanco levo,23
levofloxacin linezolid doxycycline,1
pvcs q ii iii avf non specific tw changes brief hospitalhospital course a p yof w h o htn,1
silvadene,8
ceftriaxone vanco acyclovir ampicillin,1
doxycline,3
levofloxacin ampicillin,1
gorwth,1
hydralazine isordil,5
tylenol zofran senna seroquel,1
tropi,39
indocin,27
steroids creatinine sodium,1
indomethacin,75
po qam diltiazem,1
po qpm calcium acetate,1
cogentin,27
pitressin,13
desaturates,20
beacause,5
seratonin,7
cipro bactrim sputum mrsa klebs sputum mrsa budding yeast sparse gnr sputum mrsa,1
allopurinol lipitor,1
9974,100
gbp,2
prolixin,6
tyelnol,9
34580,11
mondays,33
tolvaptan,56
intuba pm blood type art temp po pco,5
ibutilide,29
metop,47
iron epogen,1
pureed consistency solids,12
levofloxacin cefepime,10
intuba pm blood type last name un comment green,1
lisinopril lasix,15
pramipexole,57
carbidopa levodopa,84
primidone,45
morphine sulfate oral,1
polyethylene glycol g po,26
isosorbide dinitrate simvastatin,1
isosorbide dinitrate,148
choline magnesium salicylate,1
qhs atorvastatin,9
pentoxyfilline,17
octreotide midodrine,47
midodrine octreotide,34
lasix nadolol spironolactone,1
sodium bicarb tablets,1
esomeprazole magnesium,19
norepinephrine milrinone,3
thin barium,32
fever gpc,1
vit d toxicity,1
po bid,73
po bid sevelamer hcl,4
99681,88
heparin gtts,7
statin nitro gtt,2
admininistered,1
quinopril,1
motoprolol,1
quinapril,104
gentamycin rifampin,1
heparin anemia,3
oxacillin rifampin,1
gentamycin gentamycin,1
morphine haldol ativan,1
scopalamine,20
gentamycin toxicity,4
maalox benadryl lidocaine,3
atorvastatin metoprolol lisinopril,1
lisinopril metoprolol clonidine amlodipine anemia microcytic,1
qhs cinacalcet,1
zofran morphine,10
tamiflu vancomycin cefepime,1
propanolol lisinopril,1
propanolol,97
detrol,48
calcium vitamin d,66
401,6
vancomycin unasyn,6
piperacillin tazo s tobramycin s s trimethoprim sulfa s s ems tracings,1
cefalexin,4
carvediolol,23
ceftriaxone cefepime,2
levofloxacin blood and urine cultures were negative no evidence of,1
pyridostigmine,18
pyridostygmine,1
atenolol aspirin,1
thin liquids neck stiffness son name ni concerned about leftward positioning of neck,1
flexeril,103
lasix edema,2
polyvinyl alcohol,1
pyridostigmine bromide,10
sinemet,108
fragmin,28
coumadin coronary artery disease,2
statin congestive heart failure,1
irbesartan,49
washcloths,1
levofloxacin anemia,5
ddi,13
vanco ampicillin,2
atenelol,15
minoxidil,69
lisinopril minoxidil labetalol nifedipine,1
eroids,1
pyrazinamide pyridoxine rifampin ethambutol,1
steroids ceftriaxone,2
acetaminophen oxycodone,6
cephalexin,105
powder,10
naltrexone,25
alcohol withdrawal alcohol,5
ammonia na,1
entecavir,27
po tid pantoprazole,15
zofran toradol phenobarbital trazadone,1
glargine qhs,29
gpc bacteremia,27
cefotaxime,13
diflucan,96
fatty foods,2
aspirin glipizide lipitor lisinopril metformin metoprolol,1
lactate creatinine,13
dry mucosa oropharynx,1
perrl,19
ceftriaxone meningitis,3
quinidine,70
kayexalate,219
aliskiren,9
vitamin k coumadin,3
po qam nifedipine,1
moxifloxacin avelox,3
fentanyl lidocaine etomidate,1
choline,16
blue,49
amphetamines pain,1
naprosyn,55
nitropaste,56
vitamin d u daily advil,1
digoxin dementia,1
vit,73
burnetti antibody pnd am blood leptospira antibody pnd am blood brucella antibody igg,1
levophed vasopressin,21
neosenephrine,1
po bid acetaminophen,34
doxycycline hyclate,21
calcium gluconate bicarb,1
rocuronium,23
micro urine cx enterococcus,1
vancomycin s blood cx,3
atrophic right kidney,2
heparin plavix,11
42843,22
bupivacaine,30
ortho,138
nitroprusside,84
nitroglycerine,82
humalog ssi chronic normocytic anemia,1
tract,8
plavix famotidine,1
sinemet carbidopa,1
tolterodine,44
dobutamine fentanyl,1
aspirin metoprolol losartan,1
amlodipine losartan,2
fluticasone propionate,34
vitamin d unit po daily vitamin e unit po,1
glucosamine d boswellia,1
ketoconazole shampoo,5
traimcinolone,1
terconazole vaginal cream ivig q weeks discharge medicationsdischarge,1
tobramycin s trimethoprim sulfa s pm month day year source cvs final,1
ocreotide,24
dicloxacillin,44
carvedilol rosuvastatin,1
fatty acids fish oil fish oil mg mg capsule,1
penicillins cephalosporins,81
piperacillin tazo s s tobramycin s r trimethoprim sulfa r cxr reoccurring complete,1
qhs lipitor,14
atenolol lipitor cozaar levoxyl,1
remeron folate,1
calcium senokot,1
"59972"",""486",1
aureus coag clindamycin s erythromycin,15
levofloxacin s oxacillin s trimethoprim sulfa s urine escherichia coli,1
acetaminophen overdose,13
acetaminophen toxicity,30
ciprofloxacin hypothyroidism,2
levothyroxine headache,1
triamterene,69
amitryptiline,37
librium,43
paranoid,6
glucose ammonia,1
benzo intoxication,5
folate thiamine,54
inderal,13
topamax,65
po bid multivitamin,12
potassium chloride meq po bid thiamine,1
milrinone phenylephrine,4
alcohol thiamine,1
qhs fluticasone,8
amiodarone toxicity hypothyroid neuropathy,1
7469,1
levofloxacin s oxacillin s trimethoprim sulfa s am pleural fluid right chest tube final,1
naproxen aspirin,1
aspirin atenolol amlodipine,1
citrate toxicity,2
V1046,56
colace senna bisacodyl oxycodone fluoxetine,1
mycophenolate,25
lasix lisinopril,13
azelastine,27
mycophenolate sodium,4
pantoprazole protonix,21
intuba c difficile,1
oxacillin s trimethoprim sulfa,2
qid levothyroxine,6
lidocaine prilocaine cream,12
qpm nortriptyline,1
qhs oxycontin,7
qhs zolpidem,11
ipratropium bromide soln,2
ceftriaxone ampicillin vancomycin,2
ambisome,81
tamoxifen citrate,2
appetite chest pain palpitations rhinorrhea nasal congestion cough,1
divalproex sodium,8
aminocaproic acid,9
cardioselective,2
escitalopram lexapro,9
rifaximin xifaxan,6
smoking,124
serotonin,129
vitamin a,14
acyclovir meclizine,1
protonix nexium,1
po bid lansoprazole,7
p cornary artery bypass graft surgery,1
bicarb calcium,2
urobiln,44
uric acid k,1
rasburicase,35
vanco levo aztreonam,1
htn paf,2
lasix metolazone,11
cytoxan,172
calcium phosphate magnesium glucose urea,11
epinephrine atropine cacl vasporession bicarb,1
atropine cacl vasopressin,1
po bid prednisone,42
trimethoprim sulfamethoxazole,61
morphine lasix,8
plavix pain,1
ciprofloxacine,5
thatn,1
catecholamine,24
mondays fludrocortisone,1
sirolimus,116
testosterone,77
uric acid of and an ldh of in the setting of normal,1
calcium phosphate potassium,1
oxycodone oxycontin,16
avodart,25
alfuzosin alpha blocker,1
levobunolol,10
xalatan,32
qhs risperdal,13
calcium vit d,30
colace senna dulcolax travatan,1
qhs levobunolol,2
vancomycin ceftriaxone azithromycin,7
labetalol amlodipine lisinopril,1
jolsin,2
atorvastatin lipitor,18
fluocinonide cream,7
lispro protam lispro humalog,2
qid docusate sodium,3
"V4511"",""486",1
iodine allergy,2
ranitidine scopolamine,1
ceftrioxone,7
benadryl famotadine,1
allopurinol hyperlipidemia,5
warfarin htn,2
plavix statin hypertension,1
qmowefr isosorbide mononitrate,1
lactulose folic acid,1
po qid rifaximin,5
desaturate,78
labetolol amlodipine,3
albuterol inhale nephrocaps vitamin b discharge medicationsdischarge diagnosis primary diagnoses right temporal subdural hematoma right temporal probable,1
lasix aldactone glipizide,1
vanco ceftriaxone,21
sodium bicarb,74
synthroid,6
folic acid thiamine,16
lasix qod allergies,1
nalaxone,5
lactulose rifaximin,53
sludge,29
olanzapine polysubstance abuse,2
asthma grandmother,2
naloxone,70
hexavitamin,1
menthol cetylpyridinium,3
intuba pm blood type art po pco ph caltco base xs admisson cxr pa and lateral chest radiograph lungs,1
methadone overdose,1
albuterol mdi,17
finasteride lasix restless leg syndrome,1
vit b mcg,22
vit e cap tid,1
prednisone copd,2
appetite denies fever chills chest pain nausea vomiting abdominal pain melena,1
diplococci,20
steriods,37
dofetilide,101
tiotropium bromide mcg capsule w inhalation device,21
dofetilide mcg capsule one capsule po q h,1
bumetanide,76
klebsiella pneumoniae ampicillin sulbactam,23
ahve,6
plavix sotalol simvastatin valsartan furosemide,1
po bid simvastatin,55
amyloid this,1
etravirine,11
sulfamethoxazole trimethoprim,77
"V4511"",""578",3
vancomycin piperacillin tazobactam,9
memantine,64
qpm acetaminophen,1
vit c amiodarone,1
lasix aspirin plavix,1
lasix asystole apnea,1
creatine steadidly,1
levoxyl,13
desmopressin hypertension,1
po qam albuterol,4
desmopressin,56
po bid bisacodyl,33
ceftriaxone encephalopathy,1
cipro unasy,1
sah,13
calcium vitamin d transitions,1
lactate tacrolimus,1
rosiglitazone,41
qhs mycophenolate mofetil,2
qhs metoprolol,22
carbonate,31
alcoholic hep cirrhosis,1
p cypher,1
betamethasone valerate cream,3
d t cipro,1
steroids hypokalemia,1
fexodenadine,2
silvadene cream,9
hydrocortisone cream sarna prn per the wound care nurse the patient developed perirectal skin irritation,1
q prn bisacodyl,4
qday,38
atarax,33
darbepoetin alpha mcg qc qweek colace mg hospital fexodenadine,1
guafenisin,1
albuterol atrovent,96
amlodopine,36
codeine guaifenesin,26
sunitinib,13
salmeterol fluticasone,6
qhs gabapentin,30
qhs ergocalciferol,2
acetaminophen butalbital caffeine,1
calcium carb vit d minerals,1
sodium potassium chloride u a urine blood neg nitrite,1
cmv vl ace sm rnp ssdna ab ro la aldolase radiology cxr the heart size,1
chocolate peppermint alcohol caffeine,7
amlodipine hydralazine,7
b cell lymphoma,56
diabetes urea nitrogen,4
prednisone anemia,3
b cell lyphoma,1
mtx,144
ritonavir,67
raltegravir,40
acyclovir azithromycin,1
atovaquone fever,1
bactrim prednisone,2
pottasium,1
flourescein,1
methylprednisolone ceftriaxone,1
intuba pm blood lactate,77
trypsin,10
cozaar,30
qam androgel qam viagra,1
cialis,20
levitra,11
taxol carboplatin,15
lovenox hypertension,2
chlorthalidone,53
taxol carboplatin avastin,1
rabeprazole,6
emcitabine,1
po bid citalopram,17
prednisolone acetate,32
po bid cyanocobalamin,8
cipro flagyl,212
appetite was poor marinol,1
tramadol acetaminophen,5
po qday prednisone,4
po qday furosemide,4
glucosamine chondroitin perser vision,1
rocaltrol,8
travoprost,13
zantac syrup,1
levophed vasopressin dopa,1
sulbactam ciprofloxacin,1
fludrocortisone,119
flagyl cipro vanco flagyl vanco flagyl,1
metaprolol,3
"V58"",""285,288",8
herceptin,28
piperacillin tazo s tobramycin s trimethoprim sulfa s anaerobic,7
vitamin k units of ffp,2
di with urine output of one liter over one,1
diltiazem qid lipitor isordil coumadin,1
gancyclovir,59
erythropoeitin,6
dry skin docusate sodium,1
qhs glyburide,9
formoterol fumarate,6
aerolizer,4
ergocalciferol vitamin d vitamin d,12
timolol gtts,4
p p dilaudid,1
qd,90
qhs midodrine,6
tazobactam,8
vancomycin ciprofoxacin,1
calcium vitamin d claritin discharge medicationsdischarge diagnosis,1
"V1254"",""038, 486",1
levofloxacin htn,2
hydralazine amlodipine,1
iron folate,21
iron imodium,1
qhs flaxseed oil,1
phenylephrine etomidate rocuronium,1
cisatracurium,18
vancomycin cefepime flagyl,26
qhs methadone,6
ventolin,27
p coronary artery bypass graft x past medical history s p lad angioplasty,1
lactate urea,1
vitamin b deficiency,17
intuba pm blood glucose,15
glargline,2
blood acetone small pm blood,1
lisinopril amlodipine,13
phosphorus sumatriptan,1
eplerenone,20
po tid mesalamine,1
crackes,1
vit d unit capsule capsule,1
levothryroxine,2
blood caltibc folate,1
blood acetmnp,11
ehrlichia chaffeensis,3
codeine,161
nifedipine hypercholesterolemia,1
celebrex,118
fluorouracil,5
tylenol codeine,17
"V4582"",""584",2
defibrotide,19
lorazepam ciprofloxacin,1
xanax metronidazole,1
allopurinal,2
diltiazem diovan gabapentin glyburide,1
levaquin solumedrol,2
avelox,43
acetaminophen codeine,21
betamethasone calcipotriene,2
calcium carbonate vitamin d,93
30029,8
carvedilol sirolimus,1
prednisone simvastatin loperamide,1
omeprazole zofran,2
mirtazapine testosterone,1
succinylcholine,88
vancomycin levaquin,24
mesna,5
steroids bactrim,2
uptitrated,81
atovaquine,1
po qday bactrim,1
epoetin qweek ferrous sulfate po qday toprol,1
tobramycin s trimethoprim sulfa s,24
bleeds,21
nitro sl,11
ckmbi,2
steroids dyspnea,2
morphine codeine,1
methotrexate leucovorin prednisone humira celexa,1
premarin neurontin,1
metoprolol hypernatremia hypovolemia,1
hyoscyamine sulfate,21
p valvuloplasty hypertension coronary artery disease hypernatremia delerium,1
vitamin d dihydroxy,2
vitamin d oh vitamin d oh csf pm cerebrospinal fluid,1
bisphosphonate,49
calcitonin,77
d c tylenol,1
omeprazole losartan,1
fluticasone albuterol,5
po tid atenolol,5
sodium chloride nasal spry,4
caffeine,36
qid depakote,1
venlafaxine tramadol,1
amlodipine valsartan,5
po bid amlodipine,24
cornybacterium,5
simvastatin protonix albuterol atrovent,1
cinacalet,2
isosorbide nitrate,2
lisinopril terazosin,1
vanco levo flagyl,51
fluticasone propionate mcg,2
alcohol withdrawal acute,1
